Id_num,Nom,Cognoms,País d'origen,Ciutat,Day,Month,Year,Gènere,Salari mensual,Fills,No Fills,Grup Professional,Full Name,Spanish,Children,Date_of_birth,Age,Grup,Increment,New_salary
824,Tomás,Fernández Fernández,Argentina,Còrdova,13,6,1964,Man,1.039,,1.0,Grup A,Tomás Fernández Fernández,Non,No,1964-06-13,61,Grup A,5.0,1.09
81,Valentina,Gutiérrez Castro,Colòmbia,Bogotà,2,1,2001,Others,1.064,,1.0,Grup A,Valentina Gutiérrez Castro,Non,No,2001-01-02,25,Grup A,5.0,1.12
103,Felipe,Torres,Colòmbia,Bogotà,19,3,1970,Man,1.24,1.0,,Grup A,Felipe Torres,Non,Yes,1970-03-19,56,Grup A,5.0,1.3
203,Felipe,Gutiérrez Torres,Colòmbia,Bogotà,25,10,2004,Man,1.376,,1.0,Grup A,Felipe Gutiérrez Torres,Non,No,2004-10-25,21,Grup A,5.0,1.44
325,Laura,Castro Gutiérrez,Colòmbia,Bogotà,18,2,1950,Woman,995.0,,1.0,Grup A,Laura Castro Gutiérrez,Non,No,1950-02-18,76,Grup A,5.0,1044.75
460,Daniel,Castro Torres,Colòmbia,Bogotà,5,4,1992,Man,1.01,1.0,,Grup A,Daniel Castro Torres,Non,Yes,1992-04-05,34,Grup A,5.0,1.06
618,Daniel,Rojas Torres,Colòmbia,Bogotà,20,8,1985,Man,1.457,1.0,,Grup A,Daniel Rojas Torres,Non,Yes,1985-08-20,40,Grup A,5.0,1.53
867,Santiago,Rojas,Colòmbia,Bogotà,5,4,1987,Man,829.0,,1.0,Grup A,Santiago Rojas,Non,No,1987-04-05,39,Grup A,5.0,870.45
69,Valentina,Torres Torres,Colòmbia,Medellín,24,7,1951,NaN,1.252,,1.0,Grup A,Valentina Torres Torres,Non,No,1951-07-24,74,Grup A,5.0,1.31
84,Daniela,Castro Castro,Colòmbia,Medellín,25,12,1980,Woman,1.167,,1.0,Grup A,Daniela Castro Castro,Non,No,1980-12-25,45,Grup A,5.0,1.23
257,Daniela,Torres,Colòmbia,Medellín,17,5,1970,Woman,1.064,1.0,,Grup A,Daniela Torres,Non,Yes,1970-05-17,55,Grup A,5.0,1.12
310,Sara,Torres Castro,Colòmbia,Medellín,8,8,1987,Woman,1.045,,1.0,Grup A,Sara Torres Castro,Non,No,1987-08-08,38,Grup A,5.0,1.1
371,Andrés,Castro,Colòmbia,Medellín,8,3,2000,Others,996.0,,1.0,Grup A,Andrés Castro,Non,No,2000-03-08,26,Grup A,5.0,1045.8
398,Laura,Rojas,Colòmbia,Medellín,9,5,1969,Woman,988.0,,1.0,Grup A,Laura Rojas,Non,No,1969-05-09,56,Grup A,5.0,1037.4
423,Laura,Castro,Colòmbia,Medellín,19,6,1958,Woman,1.484,,1.0,Grup A,Laura Castro,Non,No,1958-06-19,67,Grup A,5.0,1.56
468,Daniel,Rojas Castro,Colòmbia,Medellín,7,10,1952,Man,799.0,1.0,,Grup A,Daniel Rojas Castro,Non,Yes,1952-10-07,73,Grup A,5.0,838.95
502,Daniel,Castro,Colòmbia,Medellín,13,10,1956,Man,1.207,1.0,,Grup A,Daniel Castro,Non,Yes,1956-10-13,69,Grup A,5.0,1.27
684,Andrés,Torres,Colòmbia,Medellín,13,1,1967,Man,1.567,,1.0,Grup A,Andrés Torres,Non,No,1967-01-13,59,Grup A,5.0,1.65
689,Valentina,Castro Rojas,Colòmbia,Medellín,8,12,1986,Woman,817.0,1.0,,Grup A,Valentina Castro Rojas,Non,Yes,1986-12-08,39,Grup A,5.0,857.85
761,Valentina,Torres,Colòmbia,Medellín,12,7,1981,Woman,859.0,1.0,,Grup A,Valentina Torres,Non,Yes,1981-07-12,44,Grup A,5.0,901.95
950,Felipe,Gutiérrez,Colòmbia,Medellín,13,11,1989,Man,1.275,,1.0,Grup A,Felipe Gutiérrez,Non,No,1989-11-13,36,Grup A,5.0,1.34
982,Felipe,Gutiérrez,Colòmbia,Medellín,17,9,1953,Man,1.142,1.0,,Grup A,Felipe Gutiérrez,Non,Yes,1953-09-17,72,Grup A,5.0,1.2
1,Clara,Sánchez Martínez,Espanya,Barcelona,18,3,1996,Woman,1.253,1.0,,Grup A,Clara Sánchez Martínez,Non,Yes,1996-03-18,30,Grup A,5.0,1.32
4,Toni,Sánchez García,Espanya,Barcelona,9,8,1999,Man,1.043,,1.0,Grup A,Toni Sánchez García,Non,No,1999-08-09,26,Grup A,5.0,1.1
9,Toni,Martínez,Espanya,Barcelona,16,5,1964,Man,891.0,,1.0,Grup A,Toni Martínez,Non,No,1964-05-16,61,Grup A,5.0,935.55
10,Oriol,Sánchez,Espanya,Barcelona,27,7,1965,Man,1.25,,1.0,Grup A,Oriol Sánchez,Non,No,1965-07-27,60,Grup A,5.0,1.31
17,Núria,Castells,Espanya,Barcelona,2,7,2005,Woman,1.344,1.0,,Grup A,Núria Castells,Non,Yes,2005-07-02,20,Grup A,5.0,1.41
28,Oriol,López Martínez,Espanya,Barcelona,25,6,1952,Man,1.019,1.0,,Grup A,Oriol López Martínez,Non,Yes,1952-06-25,73,Grup A,5.0,1.07
36,Jordi,Romero,Espanya,Barcelona,27,8,1968,Man,808.0,,1.0,Grup A,Jordi Romero,Non,No,1968-08-27,57,Grup A,5.0,848.4
40,Toni,López Sánchez,Espanya,Barcelona,25,2,1975,Man,990.0,,1.0,Grup A,Toni López Sánchez,Non,No,1975-02-25,51,Grup A,5.0,1039.5
72,Joan,Castells,Espanya,Barcelona,10,12,1975,Man,1.667,1.0,,Grup A,Joan Castells,Non,Yes,1975-12-10,50,Grup A,5.0,1.75
83,Arnau,Sánchez López,Espanya,Barcelona,28,6,1960,Man,1.116,,1.0,Grup A,Arnau Sánchez López,Non,No,1960-06-28,65,Grup A,5.0,1.17
90,Eva,Martínez,Espanya,Barcelona,11,9,1974,Woman,783.0,,1.0,Grup A,Eva Martínez,Non,No,1974-09-11,51,Grup A,5.0,822.15
96,Joan,Romero Romero,Espanya,Barcelona,21,2,1999,Man,1.543,1.0,,Grup A,Joan Romero Romero,Non,Yes,1999-02-21,27,Grup A,5.0,1.62
98,Anna,Sánchez,Espanya,Barcelona,17,7,1984,Others,1.438,1.0,,Grup A,Anna Sánchez,Non,Yes,1984-07-17,41,Grup A,5.0,1.51
108,Núria,Ferrer,Espanya,Barcelona,18,4,1957,NaN,1.396,1.0,,Grup A,Núria Ferrer,Non,Yes,1957-04-18,69,Grup A,5.0,1.47
110,Marc,Ferrer Castells,Espanya,Barcelona,25,8,2002,Man,1.672,,1.0,Grup A,Marc Ferrer Castells,Non,No,2002-08-25,23,Grup A,5.0,1.76
120,Marc,García,Espanya,Barcelona,23,7,1998,Man,1.341,1.0,,Grup A,Marc García,Non,Yes,1998-07-23,27,Grup A,5.0,1.41
136,Joan,García,Espanya,Barcelona,24,12,1957,Man,1.558,1.0,,Grup A,Joan García,Non,Yes,1957-12-24,68,Grup A,5.0,1.64
150,Marc,Martínez Martínez,Espanya,Barcelona,6,4,2001,NaN,1.105,1.0,,Grup A,Marc Martínez Martínez,Non,Yes,2001-04-06,25,Grup A,5.0,1.16
153,Toni,Romero,Espanya,Barcelona,9,12,1989,Man,1.659,1.0,,Grup A,Toni Romero,Non,Yes,1989-12-09,36,Grup A,5.0,1.74
188,Oriol,García Castells,Espanya,Barcelona,18,6,1955,Man,1.212,,1.0,Grup A,Oriol García Castells,Non,No,1955-06-18,70,Grup A,5.0,1.27
198,Carla,López,Espanya,Barcelona,18,7,1965,Woman,1.159,1.0,,Grup A,Carla López,Non,Yes,1965-07-18,60,Grup A,5.0,1.22
215,Laia,Ferrer,Espanya,Barcelona,23,11,1972,Woman,940.0,,1.0,Grup A,Laia Ferrer,Non,No,1972-11-23,53,Grup A,5.0,987.0
216,Anna,Castells García,Espanya,Barcelona,22,10,1952,Woman,698.0,,1.0,Grup A,Anna Castells García,Non,No,1952-10-22,73,Grup A,5.0,732.9
217,Oriol,Ferrer Martínez,Espanya,Barcelona,26,7,1950,Man,954.0,,1.0,Grup A,Oriol Ferrer Martínez,Non,No,1950-07-26,75,Grup A,5.0,1001.7
218,Jordi,Sánchez,Espanya,Barcelona,18,6,1981,Man,800.0,1.0,,Grup A,Jordi Sánchez,Non,Yes,1981-06-18,44,Grup A,5.0,840.0
226,Jordi,Sánchez Martínez,Espanya,Barcelona,6,11,1998,Man,1.095,,1.0,Grup A,Jordi Sánchez Martínez,Non,No,1998-11-06,27,Grup A,5.0,1.15
230,Marta,Ferrer,Espanya,Barcelona,28,6,2001,Woman,1.303,1.0,,Grup A,Marta Ferrer,Non,Yes,2001-06-28,24,Grup A,5.0,1.37
246,Núria,López Romero,Espanya,Barcelona,17,9,1957,Woman,1.047,,1.0,Grup A,Núria López Romero,Non,No,1957-09-17,68,Grup A,5.0,1.1
248,Laia,Martínez,Espanya,Barcelona,22,1,1951,Woman,1.188,1.0,,Grup A,Laia Martínez,Non,Yes,1951-01-22,75,Grup A,5.0,1.25
273,Marc,Ferrer Sánchez,Espanya,Barcelona,15,7,1977,Man,1.674,,1.0,Grup A,Marc Ferrer Sánchez,Non,No,1977-07-15,48,Grup A,5.0,1.76
274,Núria,García Martínez,Espanya,Barcelona,26,5,2005,Woman,1.32,1.0,,Grup A,Núria García Martínez,Non,Yes,2005-05-26,20,Grup A,5.0,1.39
283,Carla,López López,Espanya,Barcelona,7,3,1956,Woman,812.0,1.0,,Grup A,Carla López López,Non,Yes,1956-03-07,70,Grup A,5.0,852.6
284,Oriol,García Ferrer,Espanya,Barcelona,9,12,2003,Man,1.603,1.0,,Grup A,Oriol García Ferrer,Non,Yes,2003-12-09,22,Grup A,5.0,1.68
286,Carla,Ferrer,Espanya,Barcelona,27,10,1987,Woman,836.0,,1.0,Grup A,Carla Ferrer,Non,No,1987-10-27,38,Grup A,5.0,877.8
288,Arnau,López Martínez,Espanya,Barcelona,15,11,1972,Man,1.587,,1.0,Grup A,Arnau López Martínez,Non,No,1972-11-15,53,Grup A,5.0,1.67
307,Laia,Martínez,Espanya,Barcelona,11,2,1951,Woman,1.306,,1.0,Grup A,Laia Martínez,Non,No,1951-02-11,75,Grup A,5.0,1.37
312,Laia,Martínez Romero,Espanya,Barcelona,5,9,1958,Woman,1.045,,1.0,Grup A,Laia Martínez Romero,Non,No,1958-09-05,67,Grup A,5.0,1.1
326,Carla,Romero López,Espanya,Barcelona,23,5,2002,Woman,776.0,1.0,,Grup A,Carla Romero López,Non,Yes,2002-05-23,23,Grup A,5.0,814.8
358,Carla,García,Espanya,Barcelona,25,10,1952,Woman,950.0,,1.0,Grup A,Carla García,Non,No,1952-10-25,73,Grup A,5.0,997.5
363,Clara,Castells Romero,Espanya,Barcelona,4,1,1999,Woman,1.392,1.0,,Grup A,Clara Castells Romero,Non,Yes,1999-01-04,27,Grup A,5.0,1.46
366,Pau,Castells,Espanya,Barcelona,1,7,1972,Man,1.006,,1.0,Grup A,Pau Castells,Non,No,1972-07-01,53,Grup A,5.0,1.06
372,Anna,Castells,Espanya,Barcelona,2,1,1951,Woman,919.0,,1.0,Grup A,Anna Castells,Non,No,1951-01-02,75,Grup A,5.0,964.95
382,Núria,Ferrer,Espanya,Barcelona,27,10,1977,Woman,1.123,,1.0,Grup A,Núria Ferrer,Non,No,1977-10-27,48,Grup A,5.0,1.18
476,Toni,López,Espanya,Barcelona,27,9,1979,NaN,861.0,,1.0,Grup A,Toni López,Non,No,1979-09-27,46,Grup A,5.0,904.05
492,Jordi,Castells,Espanya,Barcelona,19,7,1978,Man,1.541,,1.0,Grup A,Jordi Castells,Non,No,1978-07-19,47,Grup A,5.0,1.62
504,Jordi,Ferrer,Espanya,Barcelona,28,6,2002,Man,961.0,,1.0,Grup A,Jordi Ferrer,Non,No,2002-06-28,23,Grup A,5.0,1009.05
516,Pau,Castells,Espanya,Barcelona,14,9,1991,Man,1.564,,1.0,Grup A,Pau Castells,Non,No,1991-09-14,34,Grup A,5.0,1.64
519,Joan,Martínez Castells,Espanya,Barcelona,22,7,1987,Man,1.165,,1.0,Grup A,Joan Martínez Castells,Non,No,1987-07-22,38,Grup A,5.0,1.22
523,Toni,Ferrer,Espanya,Barcelona,24,8,1972,Man,1.667,1.0,,Grup A,Toni Ferrer,Non,Yes,1972-08-24,53,Grup A,5.0,1.75
525,Jordi,García,Espanya,Barcelona,3,1,1975,Man,966.0,1.0,,Grup A,Jordi García,Non,Yes,1975-01-03,51,Grup A,5.0,1014.3
551,Arnau,Sánchez,Espanya,Barcelona,16,12,1998,Man,1.435,,1.0,Grup A,Arnau Sánchez,Non,No,1998-12-16,27,Grup A,5.0,1.51
559,Joan,Romero Martínez,Espanya,Barcelona,2,11,1973,Man,1.546,1.0,,Grup A,Joan Romero Martínez,Non,Yes,1973-11-02,52,Grup A,5.0,1.62
561,Marta,Castells López,Espanya,Barcelona,9,6,1985,Woman,1.438,,1.0,Grup A,Marta Castells López,Non,No,1985-06-09,40,Grup A,5.0,1.51
563,Pau,Ferrer Martínez,Espanya,Barcelona,24,12,1964,Man,853.0,,1.0,Grup A,Pau Ferrer Martínez,Non,No,1964-12-24,61,Grup A,5.0,895.65
565,Laia,Romero Martínez,Espanya,Barcelona,28,5,1964,Woman,1.015,,1.0,Grup A,Laia Romero Martínez,Non,No,1964-05-28,61,Grup A,5.0,1.07
578,Marc,Martínez Castells,Espanya,Barcelona,13,5,1979,NaN,1.473,,1.0,Grup A,Marc Martínez Castells,Non,No,1979-05-13,46,Grup A,5.0,1.55
587,Pau,Castells Martínez,Espanya,Barcelona,3,1,1985,Man,1.242,,1.0,Grup A,Pau Castells Martínez,Non,No,1985-01-03,41,Grup A,5.0,1.3
622,Anna,Castells Ferrer,Espanya,Barcelona,8,1,1983,Woman,1.494,1.0,,Grup A,Anna Castells Ferrer,Non,Yes,1983-01-08,43,Grup A,5.0,1.57
649,Toni,Romero,Espanya,Barcelona,7,5,1990,Man,1.101,,1.0,Grup A,Toni Romero,Non,No,1990-05-07,35,Grup A,5.0,1.16
658,Joan,López,Espanya,Barcelona,22,10,1964,Man,1.623,,1.0,Grup A,Joan López,Non,No,1964-10-22,61,Grup A,5.0,1.7
694,Eva,Castells Romero,Espanya,Barcelona,13,2,1980,Others,931.0,,1.0,Grup A,Eva Castells Romero,Non,No,1980-02-13,46,Grup A,5.0,977.55
721,Clara,Castells,Espanya,Barcelona,17,7,1953,Woman,778.0,,1.0,Grup A,Clara Castells,Non,No,1953-07-17,72,Grup A,5.0,816.9
743,Joan,Romero Romero,Espanya,Barcelona,3,11,1995,Man,1.108,1.0,,Grup A,Joan Romero Romero,Non,Yes,1995-11-03,30,Grup A,5.0,1.16
747,Clara,Sánchez,Espanya,Barcelona,3,10,1985,Woman,1.431,,1.0,Grup A,Clara Sánchez,Non,No,1985-10-03,40,Grup A,5.0,1.5
748,Núria,López,Espanya,Barcelona,28,5,1961,Woman,797.0,1.0,,Grup A,Núria López,Non,Yes,1961-05-28,64,Grup A,5.0,836.85
764,Eva,García,Espanya,Barcelona,27,10,1960,Woman,724.0,1.0,,Grup A,Eva García,Non,Yes,1960-10-27,65,Grup A,5.0,760.2
788,Carla,Castells Castells,Espanya,Barcelona,27,3,1977,Woman,1.429,,1.0,Grup A,Carla Castells Castells,Non,No,1977-03-27,49,Grup A,5.0,1.5
800,Marta,Romero,Espanya,Barcelona,8,4,1957,Woman,690.0,,1.0,Grup A,Marta Romero,Non,No,1957-04-08,69,Grup A,5.0,724.5
804,Toni,Martínez Castells,Espanya,Barcelona,23,10,1957,Man,1.377,,1.0,Grup A,Toni Martínez Castells,Non,No,1957-10-23,68,Grup A,5.0,1.45
850,Carla,Martínez Castells,Espanya,Barcelona,21,10,1980,Woman,755.0,,1.0,Grup A,Carla Martínez Castells,Non,No,1980-10-21,45,Grup A,5.0,792.75
865,Oriol,López Romero,Espanya,Barcelona,22,5,1983,Man,1.135,1.0,,Grup A,Oriol López Romero,Non,Yes,1983-05-22,42,Grup A,5.0,1.19
876,Carla,Ferrer,Espanya,Barcelona,13,12,1969,Woman,911.0,,1.0,Grup A,Carla Ferrer,Non,No,1969-12-13,56,Grup A,5.0,956.55
882,Laia,Sánchez Martínez,Espanya,Barcelona,10,2,1971,Woman,1.427,,1.0,Grup A,Laia Sánchez Martínez,Non,No,1971-02-10,55,Grup A,5.0,1.5
887,Oriol,Castells,Espanya,Barcelona,3,12,1987,Man,1.662,,1.0,Grup A,Oriol Castells,Non,No,1987-12-03,38,Grup A,5.0,1.75
901,Jordi,Romero García,Espanya,Barcelona,17,2,1972,Man,1.134,,1.0,Grup A,Jordi Romero García,Non,No,1972-02-17,54,Grup A,5.0,1.19
956,Oriol,Sánchez,Espanya,Barcelona,5,2,1986,Man,747.0,,1.0,Grup A,Oriol Sánchez,Non,No,1986-02-05,40,Grup A,5.0,784.35
963,Laia,Romero,Espanya,Barcelona,17,9,1966,Woman,952.0,1.0,,Grup A,Laia Romero,Non,Yes,1966-09-17,59,Grup A,5.0,999.6
974,Jordi,Romero,Espanya,Barcelona,6,9,1952,Man,1.673,1.0,,Grup A,Jordi Romero,Non,Yes,1952-09-06,73,Grup A,5.0,1.76
975,Oriol,García Castells,Espanya,Barcelona,8,5,1987,Man,917.0,,1.0,Grup A,Oriol García Castells,Non,No,1987-05-08,38,Grup A,5.0,962.85
993,Laia,López,Espanya,Barcelona,8,3,1970,Woman,1.315,,1.0,Grup A,Laia López,Non,No,1970-03-08,56,Grup A,5.0,1.38
997,Laia,Ferrer Martínez,Espanya,Barcelona,11,11,1980,Woman,682.0,,1.0,Grup A,Laia Ferrer Martínez,Non,No,1980-11-11,45,Grup A,5.0,716.1
34,Jordi,Sánchez,Espanya,Bilbao,16,8,1962,Man,742.0,,1.0,Grup A,Jordi Sánchez,Non,No,1962-08-16,63,Grup A,5.0,779.1
41,Anna,Martínez Martínez,Espanya,Bilbao,26,9,1972,Woman,780.0,,1.0,Grup A,Anna Martínez Martínez,Non,No,1972-09-26,53,Grup A,5.0,819.0
49,Toni,Sánchez García,Espanya,Bilbao,28,2,2000,Man,1.381,,1.0,Grup A,Toni Sánchez García,Non,No,2000-02-28,26,Grup A,5.0,1.45
77,Anna,Ferrer Sánchez,Espanya,Bilbao,21,10,1982,Woman,1.323,,1.0,Grup A,Anna Ferrer Sánchez,Non,No,1982-10-21,43,Grup A,5.0,1.39
85,Clara,Sánchez,Espanya,Bilbao,1,10,1965,Woman,817.0,1.0,,Grup A,Clara Sánchez,Non,Yes,1965-10-01,60,Grup A,5.0,857.85
93,Anna,Castells,Espanya,Bilbao,20,3,1987,Woman,1.381,,1.0,Grup A,Anna Castells,Non,No,1987-03-20,39,Grup A,5.0,1.45
104,Laia,Martínez Ferrer,Espanya,Bilbao,19,10,1956,Woman,981.0,1.0,,Grup A,Laia Martínez Ferrer,Non,Yes,1956-10-19,69,Grup A,5.0,1030.05
105,Marta,Sánchez,Espanya,Bilbao,1,9,1972,Woman,1.154,,1.0,Grup A,Marta Sánchez,Non,No,1972-09-01,53,Grup A,5.0,1.21
118,Pau,Ferrer,Espanya,Bilbao,6,8,1964,Man,1.156,,1.0,Grup A,Pau Ferrer,Non,No,1964-08-06,61,Grup A,5.0,1.21
123,Clara,Castells García,Espanya,Bilbao,11,1,1964,Woman,1.1,1.0,,Grup A,Clara Castells García,Non,Yes,1964-01-11,62,Grup A,5.0,1.16
144,Jordi,Castells Ferrer,Espanya,Bilbao,23,2,1979,Man,1.219,,1.0,Grup A,Jordi Castells Ferrer,Non,No,1979-02-23,47,Grup A,5.0,1.28
160,Carla,Castells García,Espanya,Bilbao,7,1,1994,Woman,1.294,,1.0,Grup A,Carla Castells García,Non,No,1994-01-07,32,Grup A,5.0,1.36
225,Marta,Romero Sánchez,Espanya,Bilbao,19,7,1968,Woman,1.036,,1.0,Grup A,Marta Romero Sánchez,Non,No,1968-07-19,57,Grup A,5.0,1.09
237,Jordi,Sánchez,Espanya,Bilbao,5,3,1952,Man,1.249,,1.0,Grup A,Jordi Sánchez,Non,No,1952-03-05,74,Grup A,5.0,1.31
262,Marta,Martínez,Espanya,Bilbao,22,6,1973,Woman,818.0,,1.0,Grup A,Marta Martínez,Non,No,1973-06-22,52,Grup A,5.0,858.9
265,Jordi,Sánchez,Espanya,Bilbao,20,4,1993,Man,1.289,,1.0,Grup A,Jordi Sánchez,Non,No,1993-04-20,33,Grup A,5.0,1.35
282,Jordi,Castells,Espanya,Bilbao,1,6,1953,Man,1.326,1.0,,Grup A,Jordi Castells,Non,Yes,1953-06-01,72,Grup A,5.0,1.39
293,Marc,Martínez Martínez,Espanya,Bilbao,4,1,2001,Man,1.668,1.0,,Grup A,Marc Martínez Martínez,Non,Yes,2001-01-04,25,Grup A,5.0,1.75
350,Eva,López,Espanya,Bilbao,26,12,1964,Woman,1.214,,1.0,Grup A,Eva López,Non,No,1964-12-26,61,Grup A,5.0,1.27
352,Jordi,García,Espanya,Bilbao,11,1,1950,Man,994.0,,1.0,Grup A,Jordi García,Non,No,1950-01-11,76,Grup A,5.0,1043.7
399,Arnau,Ferrer Sánchez,Espanya,Bilbao,6,11,1969,Man,1.332,1.0,,Grup A,Arnau Ferrer Sánchez,Non,Yes,1969-11-06,56,Grup A,5.0,1.4
413,Anna,López,Espanya,Bilbao,17,6,1995,Woman,1.33,1.0,,Grup A,Anna López,Non,Yes,1995-06-17,30,Grup A,5.0,1.4
420,Jordi,Romero García,Espanya,Bilbao,19,12,1984,Man,1.535,1.0,,Grup A,Jordi Romero García,Non,Yes,1984-12-19,41,Grup A,5.0,1.61
447,Pau,Castells,Espanya,Bilbao,17,4,1952,NaN,1.117,,1.0,Grup A,Pau Castells,Non,No,1952-04-17,74,Grup A,5.0,1.17
480,Marta,López,Espanya,Bilbao,24,7,1967,Woman,1.421,,1.0,Grup A,Marta López,Non,No,1967-07-24,58,Grup A,5.0,1.49
490,Núria,Ferrer,Espanya,Bilbao,17,3,1979,Woman,1.219,1.0,,Grup A,Núria Ferrer,Non,Yes,1979-03-17,47,Grup A,5.0,1.28
517,Joan,Ferrer,Espanya,Bilbao,21,5,1981,NaN,1.408,,1.0,Grup A,Joan Ferrer,Non,No,1981-05-21,44,Grup A,5.0,1.48
571,Clara,Sánchez Romero,Espanya,Bilbao,16,3,2004,Woman,1.024,,1.0,Grup A,Clara Sánchez Romero,Non,No,2004-03-16,22,Grup A,5.0,1.08
586,Eva,Romero,Espanya,Bilbao,18,7,1967,Woman,1.322,,1.0,Grup A,Eva Romero,Non,No,1967-07-18,58,Grup A,5.0,1.39
596,Arnau,Sánchez,Espanya,Bilbao,23,1,1978,Man,1.107,,1.0,Grup A,Arnau Sánchez,Non,No,1978-01-23,48,Grup A,5.0,1.16
608,Núria,Martínez Martínez,Espanya,Bilbao,20,8,2002,Woman,1.006,,1.0,Grup A,Núria Martínez Martínez,Non,No,2002-08-20,23,Grup A,5.0,1.06
612,Anna,Ferrer Martínez,Espanya,Bilbao,15,10,1981,Woman,850.0,1.0,,Grup A,Anna Ferrer Martínez,Non,Yes,1981-10-15,44,Grup A,5.0,892.5
660,Joan,García,Espanya,Bilbao,23,6,1960,Man,826.0,,1.0,Grup A,Joan García,Non,No,1960-06-23,65,Grup A,5.0,867.3
666,Marc,Sánchez,Espanya,Bilbao,3,6,1996,Man,1.143,1.0,,Grup A,Marc Sánchez,Non,Yes,1996-06-03,29,Grup A,5.0,1.2
675,Jordi,Ferrer,Espanya,Bilbao,22,5,1960,Man,1.325,,1.0,Grup A,Jordi Ferrer,Non,No,1960-05-22,65,Grup A,5.0,1.39
686,Eva,Castells Romero,Espanya,Bilbao,25,6,1974,Woman,1.317,,1.0,Grup A,Eva Castells Romero,Non,No,1974-06-25,51,Grup A,5.0,1.38
693,Arnau,Martínez Romero,Espanya,Bilbao,26,8,1997,Man,1.43,,1.0,Grup A,Arnau Martínez Romero,Non,No,1997-08-26,28,Grup A,5.0,1.5
